"","sel","","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop"
"669","on (i)","","Head Right","Wilderado","indie folk","2021","2023‑06‑22","145","81","54","-4","13","68","198","1","3","52"
"670","on (i)","","Buttons","Steve Lacy","afrofuturism","2022","2023‑06‑22","130","37","78","-6","70","33","185","20","3","52"
"671","on (i)","","GUCCI BAG","MAX","viral pop","2022","2023‑06‑22","93","46","87","-12","9","60","134","40","11","52"
"672","on (i)","","Wasted","Coi Leray","new jersey underground rap","2022","2023‑06‑22","129","44","48","-7","22","22","158","86","6","52"
"673","on (i)","","My Heart’s on Fire","Vicetone","edm","2022","2023‑06‑22","125","84","60","-5","12","22","191","20","8","52"
"674","on (i)","","NEW DANCE","AYYBO","","2022","2023‑06‑22","126","82","81","-5","8","89","203","2","6","52"
"675","on (i)","","Spud Infinity","Big Thief","art pop","2022","2023‑06‑22","132","63","56","-6","16","56","335","16","3","52"
"676","on (i)","","The Same","The Smile","uk post-punk revival","2022","2023‑06‑22","97","59","59","-11","13","20","259","87","3","52"
"677","on (i)","","Favorite Peeps","Prateek Kuhad","folk-pop","2022","2023‑06‑22","114","53","61","-10","11","30","194","77","4","52"
"678","on (i)","","Did I Make You Up?","half•alive","alt z","2022","2023‑06‑22","95","62","72","-6","8","29","150","46","4","52"
"679","on (i)","","Bite Of Passage","Ghost","hard rock","2022","2023‑06‑22","83","6","31","-14","18","4","31","79","5","52"
"680","on (i)","","Portofino","Il Pagante","italian pop","2022","2023‑06‑22","124","76","88","-6","9","59","166","12","10","52"
"681","on (i)","","Troubling","Nana Fofie","afro r&b","2023","2023‑06‑22","87","49","63","-7","28","50","152","54","7","52"
"682","on (i)","","' Cello Song","Fontaines D.C.","crank wave","2023","2023‑06‑22","104","51","29","-10","11","6","304","0","3","52"
"683","on (i)","","Therapist","Eloise","bedroom soul","2023","2023‑06‑22","132","56","72","-6","10","68","161","26","5","52"
"684","on (i)","","Window","spill tab","modern indie pop","2023","2023‑06‑22","104","50","72","-6","60","58","184","13","3","52"
"685","on (i)","","give me hell","Sam Nelson","modern alternative rock","2023","2023‑06‑22","78","24","48","-10","10","22","185","88","3","52"
"686","on (i)","","You'd Never Know","Evan Honer","","2023","2023‑06‑22","88","46","55","-9","14","33","205","78","3","52"
"687","on (i)","","A Muse","dvsn","canadian contemporary r&b","2020","2023‑06‑22","134","39","77","-7","8","42","222","65","17","51"
"688","on (i)","","Home","Dylan Sinclair","canadian contemporary r&b","2020","2023‑06‑22","89","32","37","-13","11","5","202","71","5","51"
"689","on (i)","","VERY ALONE","Zaia","atl hip hop","2020","2023‑06‑22","103","56","93","-12","10","96","131","15","4","51"
"690","on (i)","","Sponono (feat. Wizkid, Burna Boy, Cassper Nyovest & Madumane)","Kabza De Small","amapiano","2020","2023‑06‑22","113","56","90","-12","2","40","395","5","8","51"
"691","on (i)","","Blowback","The Killers","alternative rock","2020","2023‑06‑22","118","68","55","-6","10","38","240","1","5","51"
"692","on (i)","","Lost","Otis Kane","indie r&b","2021","2023‑06‑22","88","36","72","-11","11","51","179","67","3","51"
"693","on (i)","","White Flag","Lucas Estrada","deep pop edm","2021","2023‑06‑22","117","78","74","-6","10","46","199","5","3","51"
"694","on (i)","","All of This (Jorja Smith x GuiltyBeatz)","Jorja Smith","r&b","2021","2023‑06‑22","156","50","62","-7","7","40","314","3","9","51"
"695","on (i)","","More Like You","Orla Gartland","indie pop","2021","2023‑06‑22","128","43","88","-10","10","77","220","59","4","51"
"696","on (i)","","Go Easy, Kid","Monica Martin","","2021","2023‑06‑22","61","17","28","-12","12","17","248","92","4","51"
"697","on (i)","","The Walls Are Way Too Thin","Holly Humberstone","alt z","2021","2023‑06‑22","123","61","77","-6","10","61","222","50","11","51"
"698","on (i)","","What You Say","Cold War Kids","indie rock","2021","2023‑06‑22","117","81","69","-6","36","63","209","1","5","51"
"699","on (i)","","More Than I Could Chew","Mastodon","alternative metal","2021","2023‑06‑22","95","93","40","-5","9","5","412","0","7","51"
"700","on (i)","","Irresponsible","Kiana Ledé","r&b","2022","2023‑06‑22","100","50","67","-6","15","44","193","27","3","51"
"701","on (i)","","My Love","Buggzy Hoffa","","2022","2023‑06‑22","200","62","61","-8","7","45","190","2","28","51"
"702","on (i)","","Chale (feat. Clementine Douglas)","Riton","house","2022","2023‑06‑22","236","62","57","-7","9","47","159","20","20","51"
"703","on (i)","","Aguila Ft. Cumbiafrica","HUGEL","deep house","2022","2023‑06‑22","125","82","81","-6","11","21","169","0","4","51"
"704","on (i)","","S.D.O.S","Alex G","indie pop","2022","2023‑06‑22","92","69","62","-6","13","39","170","35","3","51"
"705","on (i)","","The End","Elliot Greer","","2022","2023‑06‑22","123","27","58","-12","9","36","190","81","3","51"
"706","on (i)","","What's the Trick?","Jack White","alternative rock","2022","2023‑06‑22","97","71","38","-9","10","56","215","0","27","51"
"707","on (i)","","Vivien","✝✝✝ (Crosses)","electronic rock","2022","2023‑06‑22","180","75","41","-5","9","16","233","0","9","51"
"708","on (i)","","Celestial","Naomi Sharon","dutch r&b","2023","2023‑06‑22","177","31","26","-15","11","11","173","64","3","51"
"709","on (i)","","Adderall (End of the Line)","shame","crank wave","2023","2023‑06‑22","96","49","30","-9","16","21","265","0","4","51"
"710","on (i)","","Borderline Insane","Matilda Mann","british singer-songwriter","2023","2023‑06‑22","125","76","59","-4","43","77","140","0","4","51"
"711","on (i)","","Sofa King","Royel Otis","","2023","2023‑06‑22","97","90","56","-5","25","86","196","0","4","51"
"712","on (i)","","Maybe Not (with Mac Ayres)","Souly Had","chill r&b","2020","2023‑06‑22","142","66","69","-5","8","41","230","1","12","50"
"713","on (i)","","FOMO","Sylo","canadian contemporary r&b","2020","2023‑06‑22","101","53","90","-8","20","59","127","23","19","50"
"714","on (i)","","Ela Só Pensa em Beijar (Se Ela Dança Eu Danço)","MC Leozinho","axe","2020","2023‑06‑22","129","73","85","-5","5","86","245","6","6","50"
"715","on (i)","","Up & Down","Timmy Trumpet","australian dance","2020","2023‑06‑22","135","92","83","-5","46","65","119","0","7","50"
"716","on (i)","","Next Girl","The Black Keys","alternative rock","2020","2023‑06‑22","87","79","53","-6","11","23","198","1","3","50"
"717","on (i)","","She's Long Gone","The Black Keys","alternative rock","2020","2023‑06‑22","167","90","35","-5","17","43","186","2","16","50"
"718","on (i)","","First Responders","Terrace Martin","alternative r&b","2020","2023‑06‑22","95","82","65","-7","11","54","290","14","14","50"
"719","on (i)","","hey girl","boy pablo","bedroom pop","2020","2023‑06‑22","100","44","59","-12","12","90","187","1","4","50"
"720","on (i)","","No Chill","Duckwrth","alternative r&b","2021","2023‑06‑22","103","60","67","-7","53","64","163","5","26","50"
"721","on (i)","","Reaching Out","Dillon Francis","brostep","2021","2023‑06‑22","124","75","78","-4","10","60","135","6","5","50"
"722","on (i)","","I Wanna Know What Love Is","The Prince Karma","house","2021","2023‑06‑22","117","85","85","-4","41","65","172","16","10","50"
"723","on (i)","","Grapevine - Edit","Travis Emmons","","2021","2023‑06‑22","121","56","89","-8","8","70","243","1","5","50"
"724","on (i)","","Coffin Dance","Tony Production","","2021","2023‑06‑22","126","92","76","-2","13","59","99","6","4","50"
"725","on (i)","","O.N.E.","King Gizzard & The Lizard Wizard","australian psych","2021","2023‑06‑22","166","65","55","-9","10","40","220","0","7","50"
"726","on (i)","","Love Proceeding","BADBADNOTGOOD","canadian modern jazz","2021","2023‑06‑22","160","57","32","-10","9","58","326","8","4","50"
"727","on (i)","","Queen Space (with Summer Walker)","Ari Lennox","alternative r&b","2022","2023‑06‑22","135","60","80","-6","8","55","231","16","7","50"
"728","on (i)","","Take It Slow","dvsn","canadian contemporary r&b","2022","2023‑06‑22","100","60","84","-5","24","53","152","3","6","50"
"729","on (i)","","Believe In Ghosts","Oliver Heldens","dutch house","2022","2023‑06‑22","124","83","70","-7","30","48","166","0","5","50"
"730","on (i)","","We Don’t Need","Piero Pirupa","italian tech house","2022","2023‑06‑22","125","92","68","-6","30","73","154","1","4","50"
"731","on (i)","","Thin Thing","The Smile","uk post-punk revival","2022","2023‑06‑22","95","89","61","-5","9","70","271","4","4","50"
"732","on (i)","","Toni","Interpol","alternative dance","2022","2023‑06‑22","117","68","67","-8","7","62","275","2","3","50"
"733","on (i)","","It's Alright","Cecilia Castleman","","2022","2023‑06‑22","136","49","63","-8","11","15","248","81","4","50"
"734","on (i)","","German Cars","Matt Nathanson","acoustic pop","2022","2023‑06‑22","152","40","52","-10","11","43","201","43","3","50"
"735","on (i)","","Sick of U (with Oliver Tree)","BoyWithUke","sad rap","2022","2023‑06‑22","93","81","69","-3","11","63","169","33","7","50"
"736","on (i)","","CIGARETTE","Mishaal Tamer","lo-fi chill","2023","2023‑06‑22","111","76","77","-5","17","14","107","22","8","50"
"737","on (i)","","Momentary Sweetheart","Deb Never","modern indie pop","2023","2023‑06‑22","160","50","44","-4","17","50","182","6","3","50"
"738","on (i)","","promised","quinnie","bedroom pop","2023","2023‑06‑22","103","58","39","-7","6","72","239","69","3","50"
"739","on (i)","","Sweeter (feat. Terrace Martin)","Leon Bridges","modern blues","2020","2023‑06‑22","128","39","72","-11","11","27","167","2","4","49"
"740","on (i)","","Just Be Good To Me - Radio Edit","Earth n Days","funky house","2020","2023‑06‑22","124","93","78","-4","8","53","218","1","7","49"
"741","on (i)","","Buya","Chris IDH","ethnotronica","2020","2023‑06‑22","118","74","67","-9","8","70","493","2","5","49"
"742","on (i)","","Aries (feat. Peter Hook and Georgia)","Gorillaz","alternative hip hop","2020","2023‑06‑22","120","67","61","-8","24","79","253","2","3","49"
"743","on (i)","","Hypercolour","CamelPhat","deep tech house","2020","2023‑06‑22","122","79","64","-7","9","4","209","2","3","49"
"744","on (i)","","All About You (feat. Foster The People)","The Knocks","alternative dance","2020","2023‑06‑22","102","90","65","-4","11","55","217","5","5","49"
"745","on (i)","","PUSSY (feat. Lazza & Salmo)","Dark Polo Gang","italian hip hop","2020","2023‑06‑22","150","75","85","-4","17","70","161","25","28","49"
"746","on (i)","","Sleepwalking","Chiiild","indie r&b","2021","2023‑06‑22","120","72","72","-5","24","75","166","3","3","49"
"747","on (i)","","Flower Rain","Gianni Brezzo","jazztronica","2021","2023‑06‑22","168","36","60","-13","8","87","218","59","5","49"
"748","on (i)","","Taking Me Back","Jack White","alternative rock","2021","2023‑06‑22","117","75","68","-6","6","43","246","0","13","49"
"749","on (i)","","Baby (with J Balvin)","Sfera Ebbasta","italian hip hop","2021","2023‑06‑22","100","88","76","-2","10","61","194","13","5","49"
"750","on (i)","","get me started (feat. syd)","Kehlani","pop","2022","2023‑06‑22","109","44","53","-6","10","38","169","54","5","49"
"751","on (i)","","Lately (with 6LACK)","Eli Derby","atl hip hop","2022","2023‑06‑22","136","58","66","-9","14","57","232","5","7","49"
"752","on (i)","","The Cognitive Trade-Off Hypothesis","Viagra Boys","crank wave","2022","2023‑06‑22","115","74","78","-6","9","80","236","2","3","49"
"753","on (i)","","Roman Candles","Death Cab for Cutie","alternative rock","2022","2023‑06‑22","130","76","52","-9","12","19","130","0","6","49"
"754","on (i)","","I Don’t Know How I Survive","Death Cab for Cutie","alternative rock","2022","2023‑06‑22","95","39","69","-9","10","39","220","1","3","49"
"755","on (i)","","Red Moon","Big Thief","art pop","2022","2023‑06‑22","151","84","43","-5","10","66","260","12","7","49"
"756","on (i)","","Saturdays","Broken Bells","chamber pop","2022","2023‑06‑22","84","79","50","-8","15","39","187","0","4","49"
"757","on (i)","","Sparrow","Big Thief","art pop","2022","2023‑06‑22","102","35","56","-9","8","31","312","85","3","49"
"758","on (i)","","Happier When You’re Gone","alt-J","indie rock","2022","2023‑06‑22","134","46","54","-9","14","20","240","8","4","49"
"759","on (i)","","Alpha Zulu","Phoenix","alternative dance","2022","2023‑06‑22","126","70","72","-7","8","94","170","5","4","49"
"760","on (i)","","Sensation","✝✝✝ (Crosses)","electronic rock","2022","2023‑06‑22","136","52","52","-6","7","9","276","0","3","49"
"761","on (i)","","OUTSIDE","Rondodasosa","drill italiana","2022","2023‑06‑22","144","83","58","-6","35","11","147","8","5","49"
"762","on (i)","","Get Away","Amaria","alternative r&b","2023","2023‑06‑22","118","32","77","-8","14","63","183","51","5","49"
"763","on (i)","","Still Work (feat. Ty Dolla $ign & Muni Long)","OG Parker","hip hop","2023","2023‑06‑22","75","51","67","-8","12","64","155","19","11","49"
"764","on (i)","","Celebrate","Vedo","pop r&b","2023","2023‑06‑22","194","43","44","-10","13","34","151","72","51","49"
"765","on (i)","","Chosen to Deserve","Wednesday","asheville indie","2023","2023‑06‑22","178","71","42","-6","14","53","332","0","3","49"
"766","on (i)","","Best Friend","Wallice","indie pop","2023","2023‑06‑22","160","71","44","-5","10","49","164","14","5","49"
"767","on (i)","","Comedy & Tragedy","Catie Turner","alt z","2023","2023‑06‑22","144","21","65","-10","11","71","160","92","14","49"
"768","on (i)","","Nightrider","Tom Misch","indie soul","2020","2023‑06‑22","81","57","73","-9","10","58","301","8","9","48"
"769","on (i)","","Stay - Tchami Remix","Justin Martin","bass house","2020","2023‑06‑22","130","89","70","-5","8","37","216","1","8","48"
"770","on (i)","","Oh Mammy","Midi Culture","slap house","2020","2023‑06‑22","120","53","86","-10","3","79","296","1","7","48"
"771","on (i)","","Keep This Fire Burning","HOLA!","","2020","2023‑06‑22","118","83","73","-4","33","74","147","2","5","48"
"772","on (i)","","Reciprocity - Main Mix","Moon Rocket","funky house","2020","2023‑06‑22","123","72","87","-8","14","49","403","3","6","48"
"773","on (i)","","Retrograde","Pearl Jam","alternative metal","2020","2023‑06‑22","107","62","46","-8","11","26","322","17","3","48"
"774","on (i)","","The Ceiling","Lewis Del Mar","modern alternative rock","2020","2023‑06‑22","162","87","53","-5","50","57","174","4","4","48"
"775","on (i)","","Nest - Portico Quartet Remix","Portico Quartet","british jazz","2021","2023‑06‑22","101","75","48","-11","10","4","218","8","4","48"
"776","on (i)","","Comedown","Jazzbois","modern jazz trio","2021","2023‑06‑22","76","59","65","-7","10","66","159","12","12","48"
"777","on (i)","","U&ME","alt-J","indie rock","2021","2023‑06‑22","82","72","59","-8","13","29","199","13","6","48"
"778","on (i)","","Futureproof","Nothing But Thieves","alternative pop rock","2021","2023‑06‑22","171","90","33","-5","20","46","208","0","19","48"
"779","on (i)","","Bed Head","Manchester Orchestra","indie rock","2021","2023‑06‑22","122","97","51","-6","52","21","244","0","13","48"
